document path,document ID,activity,app name,id,interaction active notifications,interaction time,location,notification content,notification title,posted active notifications,posted time,reason number,created time,updated time
projects/activitycollector/databases/(default)/documents/notifications/GhXW6uHzosiYf3R7Q6Ti,GhXW6uHzosiYf3R7Q6Ti,,com.google.android.gm,0|com.google.android.gm|1497938364|gig:743423040:^sq_ig_i_personal|102761732827892363,,,,,DoorDash,16,"{""normalized"":0.6700462962962963,""epoch_time"":1732827892363,""day"":4}",,11/28/2024 16:04,11/28/2024 16:04
projects/activitycollector/databases/(default)/documents/notifications/Gn28AZki4jO8se6OdzhW,Gn28AZki4jO8se6OdzhW,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732993226207",15,"{""normalized"":0.6031018518518518,""epoch_time"":1732994908908,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",like really good hahaha,Lavanya,21,"{""normalized"":0.5836342592592593,""epoch_time"":1732993226207,""day"":6}",12,11/30/2024 14:00,11/30/2024 14:28
projects/activitycollector/databases/(default)/documents/notifications/Gqgg4Z2F0fO8KxccOBFm,Gqgg4Z2F0fO8KxccOBFm,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733080080600",28,"{""normalized"":0.5894791666666667,""epoch_time"":1733080131149,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}","Hello everyone,

Your voice matters! 🗣️

Please take a moment to fill out the GSO Member Feedback and Participation Survey: https://forms.gle/cfWgxAFNN1KLNZJL7.

This is your opportunity to share your thoughts, experiences, and suggestions. Your feedback is the only way for us to truly understand your concerns, represent them effectively, and prioritize the changes that matter most to you.

The insights you provide will help us enhance our events, services, and overall support for the graduate community at SBU. Together, we can make a difference!

Thank you in advance for your valuable input. 🙌

Survey Link: https://forms.gle/cfWgxAFNN1KLNZJL7

Best regards,
GSO",Stony Brook SUNY (2 messages): ~ NA,31,"{""normalized"":0.5888888888888889,""epoch_time"":1733080080600,""day"":7}",12,12/01/2024 14:08,12/01/2024 14:08
projects/activitycollector/databases/(default)/documents/notifications/GwVVIXvKdJo5ekCmzWKX,GwVVIXvKdJo5ekCmzWKX,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732994951221",,,,https://oldnavy.gap.com/browse/product.do?pid=564219002&cid=1031099&pcid=1031099&vid=1&nav=hamnav%3AMen%3ADeals%3ACyber%20Deal%20%2B%20Extra%2020%25%20Off%20%24100%2B&cpos=69&cexp=2926&kcid=CategoryIDs%3D1031099&ctype=Listing&cpid=res2411301170633057537783#pdp-page-content,Kaksha,22,"{""normalized"":0.6035995370370371,""epoch_time"":1732994951221,""day"":6}",,11/30/2024 14:29,11/30/2024 14:29
projects/activitycollector/databases/(default)/documents/notifications/GyK9kylc2s2Zy3dfYQqP,GyK9kylc2s2Zy3dfYQqP,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301733088448659",30,"{""normalized"":0.6863310185185185,""epoch_time"":1733088499734,""day"":7}","{""readable"":""LIBRARY"",""long"":-73.1155975,""lat"":40.909957}","Wordle 1,261 3/6

⬛⬛🟨⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩",SBU Summer (2 messages): ~ Ananya,37,"{""normalized"":0.6857407407407408,""epoch_time"":1733088448659,""day"":7}",12,12/01/2024 16:27,12/01/2024 16:28
projects/activitycollector/databases/(default)/documents/notifications/H0E42MiENrd70XpQtBL7,H0E42MiENrd70XpQtBL7,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732946314848",13,"{""normalized"":0.042152777777777775,""epoch_time"":1732946442247,""day"":6}","{""readable"":""LIBRARY"",""long"":-73.1164114,""lat"":40.9092128}",📷 To add to this,Advait,16,"{""normalized"":0.040671296296296296,""epoch_time"":1732946314848,""day"":6}",12,11/30/2024 00:58,11/30/2024 01:00
projects/activitycollector/databases/(default)/documents/notifications/H2jZgyqhazkYG9Jp3tBp,H2jZgyqhazkYG9Jp3tBp,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732993140255",17,"{""normalized"":0.5826736111111112,""epoch_time"":1732993143968,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1115403,""lat"":40.8887716}",📷 Photo,Chapin Bazaar (8 messages): ~ Sanjay,23,"{""normalized"":0.5826388888888889,""epoch_time"":1732993140255,""day"":6}",12,11/30/2024 13:59,11/30/2024 13:59
projects/activitycollector/databases/(default)/documents/notifications/H7ZSn7p8R9qvz3xcfaJq,H7ZSn7p8R9qvz3xcfaJq,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733020684179",18,"{""normalized"":0.9014930555555556,""epoch_time"":1733020689709,""day"":6}","{""readable"":""HOME"",""long"":-73.1101428,""lat"":40.9065973}",Ok ok,Karan Sbu,25,"{""normalized"":0.9014351851851852,""epoch_time"":1733020684179,""day"":6}",12,11/30/2024 21:38,11/30/2024 21:38
projects/activitycollector/databases/(default)/documents/notifications/H96y90OFsoTQ7bqwJ4Af,H96y90OFsoTQ7bqwJ4Af,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|989375767|gig:743423040:^sq_ig_i_personal|102761732851644569,25,"{""normalized"":0.9625578703703703,""epoch_time"":1732853165745,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",,Steam,29,"{""normalized"":0.9449537037037037,""epoch_time"":1732851644569,""day"":4}",12,11/28/2024 22:40,11/28/2024 23:06
projects/activitycollector/databases/(default)/documents/notifications/HCKcfwz4ZyjkieKdIilO,HCKcfwz4ZyjkieKdIilO,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733027427085",21,"{""normalized"":0.9795601851851852,""epoch_time"":1733027434824,""day"":6}","{""readable"":""HOME"",""long"":-73.1101288,""lat"":40.9065661}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,23,"{""normalized"":0.9794791666666667,""epoch_time"":1733027427085,""day"":6}",12,11/30/2024 23:30,11/30/2024 23:30
projects/activitycollector/databases/(default)/documents/notifications/HDTsz6ngGqSfXrusKEza,HDTsz6ngGqSfXrusKEza,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732946166791",13,"{""normalized"":0.039282407407407405,""epoch_time"":1732946194549,""day"":6}","{""readable"":""LIBRARY"",""long"":-73.1164114,""lat"":40.9092128}",Vape ?🥹,Chapin Bazaar 2 (2 messages): ~ Prakash Upadhyay,18,"{""normalized"":0.03895833333333333,""epoch_time"":1732946166791,""day"":6}",12,11/30/2024 00:56,11/30/2024 00:56
projects/activitycollector/databases/(default)/documents/notifications/HIvSUfNxJndR5HW5UvWJ,HIvSUfNxJndR5HW5UvWJ,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733007803070",16,"{""normalized"":0.7524652777777778,""epoch_time"":1733007813577,""day"":6}","{""readable"":""HOME"",""long"":-73.1101792,""lat"":40.9065569}",Ok ok,Karan Sbu,19,"{""normalized"":0.752349537037037,""epoch_time"":1733007803070,""day"":6}",12,11/30/2024 18:03,11/30/2024 18:03
projects/activitycollector/databases/(default)/documents/notifications/HKYBaw4Z11zfnAkRGcdr,HKYBaw4Z11zfnAkRGcdr,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|-1445887750|gig:743423040:^sq_ig_i_personal|102761732986260707,23,"{""normalized"":0.5192476851851852,""epoch_time"":1732987663138,""day"":6}","{""readable"":""HOME"",""long"":-73.110199,""lat"":40.906551}",,Wellfound,29,"{""normalized"":0.5030092592592592,""epoch_time"":1732986260707,""day"":6}",12,11/30/2024 12:04,11/30/2024 12:27
projects/activitycollector/databases/(default)/documents/notifications/HOPtdgSPM074styF1Efa,HOPtdgSPM074styF1Efa,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733031556807",20,"{""normalized"":0.027662037037037037,""epoch_time"":1733031590144,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",done,Chapin Bazaar (11 messages): ~ Bandham,27,"{""normalized"":0.02726851851851852,""epoch_time"":1733031556807,""day"":7}",12,12/01/2024 00:39,12/01/2024 00:39
projects/activitycollector/databases/(default)/documents/notifications/HSaiW3bwafcn9P4Wpnu2,HSaiW3bwafcn9P4Wpnu2,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733081854571",36,"{""normalized"":0.6160069444444445,""epoch_time"":1733082423685,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}",like really good hahaha,Lavanya,32,"{""normalized"":0.6094212962962963,""epoch_time"":1733081854571,""day"":7}",8,12/01/2024 14:37,12/01/2024 14:47
projects/activitycollector/databases/(default)/documents/notifications/HVCvvqA8Q1s3ydY5f5JN,HVCvvqA8Q1s3ydY5f5JN,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733029270309",,,,Both,Kaksha,26,"{""normalized"":0.0008101851851851852,""epoch_time"":1733029270309,""day"":7}",,12/01/2024 00:01,12/01/2024 00:01
projects/activitycollector/databases/(default)/documents/notifications/HWDau2E9op5hdqxN7DgZ,HWDau2E9op5hdqxN7DgZ,,com.google.android.gm,0|com.google.android.gm|369416808|gig:743423040:^sq_ig_i_personal|102761732827985510,,,,,Steam Support,19,"{""normalized"":0.6711226851851851,""epoch_time"":1732827985510,""day"":4}",,11/28/2024 16:06,11/28/2024 16:06
projects/activitycollector/databases/(default)/documents/notifications/HWHXTXYAaRD9LAQVKrJa,HWHXTXYAaRD9LAQVKrJa,,com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733092212805",,,,"Same but for 29th, DM.",General Chat Group (7 messages): ~ Maanav✨,37,"{""normalized"":0.7293055555555555,""epoch_time"":1733092212805,""day"":7}",,12/01/2024 17:30,12/01/2024 17:30
projects/activitycollector/databases/(default)/documents/notifications/HY3u3S8AYlTl73pnjRYH,HY3u3S8AYlTl73pnjRYH,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Lv0fKbA8pdbvlISllWPHcwA1qYt4B6X4muMJhx//fh4=
|103301733088448546",30,"{""normalized"":0.6863310185185185,""epoch_time"":1733088499695,""day"":7}","{""readable"":""LIBRARY"",""long"":-73.1155975,""lat"":40.909957}","Hello everyone,

Your voice matters! 🗣️

Please take a moment to fill out the GSO Member Feedback and Participation Survey: https://forms.gle/cfWgxAFNN1KLNZJL7.

This is your opportunity to share your thoughts, experiences, and suggestions. Your feedback is the only way for us to truly understand your concerns, represent them effectively, and prioritize the changes that matter most to you.

The insights you provide will help us enhance our events, services, and overall support for the graduate community at SBU. Together, we can make a difference!

Thank you in advance for your valuable input. 🙌

Survey Link: https://forms.gle/cfWgxAFNN1KLNZJL7

Best regards,
GSO",Stony Brook SUNY (2 messages): ~ NA,37,"{""normalized"":0.6857407407407408,""epoch_time"":1733088448546,""day"":7}",12,12/01/2024 16:27,12/01/2024 16:28
projects/activitycollector/databases/(default)/documents/notifications/HYwJ5Aok8v9skoyPLjWn,HYwJ5Aok8v9skoyPLjWn,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732946171814",,,,I was watching,Kaksha,20,"{""normalized"":0.039016203703703706,""epoch_time"":1732946171814,""day"":6}",,11/30/2024 00:56,11/30/2024 00:56
projects/activitycollector/databases/(default)/documents/notifications/Hjz3uYdQFzeWGN3NYSWr,Hjz3uYdQFzeWGN3NYSWr,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732853465784",25,"{""normalized"":0.9691666666666666,""epoch_time"":1732853736644,""day"":4}","{""readable"":""HOME"",""long"":-73.1100981,""lat"":40.9065935}",📷 Selling a 20in x 20in box fan for $20. Works like new. Dm if interested. Price negotiable,Chapin Bazaar 2 (2 messages): ~ Rajath,28,"{""normalized"":0.9660300925925925,""epoch_time"":1732853465784,""day"":4}",12,11/28/2024 23:11,11/28/2024 23:15
projects/activitycollector/databases/(default)/documents/notifications/HsaClF2v7PsC4bK8nmp5,HsaClF2v7PsC4bK8nmp5,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732940704879",15,"{""normalized"":0.9767939814814814,""epoch_time"":1732940795051,""day"":5}","{""readable"":""HOME"",""long"":-73.1100344,""lat"":40.90658}",📷 Hi bro it’s showing me I should settle up Gokul… I’ll Zelle you or Gokul?,Karan Sbu,21,"{""normalized"":0.9757407407407407,""epoch_time"":1732940704879,""day"":5}",12,11/29/2024 23:25,11/29/2024 23:26
projects/activitycollector/databases/(default)/documents/notifications/HxVhZSNMvi2JKqa6QnJA,HxVhZSNMvi2JKqa6QnJA,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|-1958747010|gig:743423040:^sq_ig_i_personal|102761732815508875,5,"{""normalized"":0.5272337962962963,""epoch_time"":1732815553662,""day"":4}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.906528}",,Epic Games,7,"{""normalized"":0.526712962962963,""epoch_time"":1732815508875,""day"":4}",1,11/28/2024 12:38,11/28/2024 12:39
projects/activitycollector/databases/(default)/documents/notifications/I05If1EherGTkSM68Jpq,I05If1EherGTkSM68Jpq,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301733031883394",20,"{""normalized"":0.03207175925925926,""epoch_time"":1733031971008,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}","Strands #273
“Old hang-ups”
💡🔵💡🔵
🔵💡🔵💡
💡🔵💡🔵
🟡",SBU Summer (5 messages): Ojas Natu SBU,27,"{""normalized"":0.031053240740740742,""epoch_time"":1733031883394,""day"":7}",12,12/01/2024 00:44,12/01/2024 00:46
projects/activitycollector/databases/(default)/documents/notifications/IDejgGHrrkJdlmNQ4u90,IDejgGHrrkJdlmNQ4u90,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|1326756050|gig:1371406741:CLASSIC_INBOX_ALL_MAIL|102761733073863111,37,"{""normalized"":0.6648726851851852,""epoch_time"":1733086645090,""day"":7}","{""readable"":""HOME"",""long"":-73.1101751,""lat"":40.9065397}",,GradAdvising,37,"{""normalized"":0.5169328703703704,""epoch_time"":1733073863111,""day"":7}",1,12/01/2024 12:24,12/01/2024 15:57
projects/activitycollector/databases/(default)/documents/notifications/IDm9iWAwx6oAyF0xc63Y,IDm9iWAwx6oAyF0xc63Y,,com.google.android.gm,0|com.google.android.gm|1497938364|gig:743423040:^sq_ig_i_personal|102761732825021290,,,,,DoorDash,11,"{""normalized"":0.6368171296296297,""epoch_time"":1732825021290,""day"":4}",,11/28/2024 15:17,11/28/2024 15:17
projects/activitycollector/databases/(default)/documents/notifications/IQORTPPfxTzg5oUEUIpm,IQORTPPfxTzg5oUEUIpm,,com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732841355693",,,,Yupp man I’ll get some roti,Karan Sbu,23,"{""normalized"":0.8258680555555555,""epoch_time"":1732841355693,""day"":4}",,11/28/2024 19:49,11/28/2024 19:49
projects/activitycollector/databases/(default)/documents/notifications/IR2WodWf9nEUIfvAbBnE,IR2WodWf9nEUIfvAbBnE,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|KGdHQNgfIZil8OrU9uDZWqaDPWJA/JuHxNdzcj/Bb44=
|103301732824357522",7,"{""normalized"":0.6294675925925926,""epoch_time"":1732824386263,""day"":4}","{""readable"":""HOME"",""long"":-73.1101583,""lat"":40.9065647}",Thank you dear😘,Kaksha Mom,12,"{""normalized"":0.6291319444444444,""epoch_time"":1732824357522,""day"":4}",12,11/28/2024 15:05,11/28/2024 15:06
projects/activitycollector/databases/(default)/documents/notifications/IRMKqgEjY7qSxoQG2wkX,IRMKqgEjY7qSxoQG2wkX,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732903197969",11,"{""normalized"":0.5483796296296296,""epoch_time"":1732903780691,""day"":5}","{""readable"":""HOME"",""long"":-73.1101295,""lat"":40.9065646}",We were thinking the universal adventure one for sure where hp stuff is there,Kaksha,16,"{""normalized"":0.5416319444444444,""epoch_time"":1732903197969,""day"":5}",12,11/29/2024 12:59,11/29/2024 13:09
projects/activitycollector/databases/(default)/documents/notifications/IWi3OKREbj8GhP3at55t,IWi3OKREbj8GhP3at55t,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732946173462",,,,Logan lucky,Kaksha,20,"{""normalized"":0.03903935185185185,""epoch_time"":1732946173462,""day"":6}",,11/30/2024 00:56,11/30/2024 00:56
projects/activitycollector/databases/(default)/documents/notifications/IXDuwHFrwUyXzgnOBM56,IXDuwHFrwUyXzgnOBM56,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733007733652",16,"{""normalized"":0.7517939814814815,""epoch_time"":1733007755916,""day"":6}","{""readable"":""HOME"",""long"":-73.1101792,""lat"":40.9065569}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,18,"{""normalized"":0.7515393518518518,""epoch_time"":1733007733652,""day"":6}",12,11/30/2024 18:02,11/30/2024 18:02
projects/activitycollector/databases/(default)/documents/notifications/IfeF49f2cqeIpQMa41Dw,IfeF49f2cqeIpQMa41Dw,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301733027428405",,,,Baby,Kaksha,27,"{""normalized"":0.9794907407407407,""epoch_time"":1733027428405,""day"":6}",,11/30/2024 23:30,11/30/2024 23:30
projects/activitycollector/databases/(default)/documents/notifications/IfwDnWU2DblazbtLREnw,IfwDnWU2DblazbtLREnw,,com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761732828031382,,,,,7 new messages,19,"{""normalized"":0.6716550925925926,""epoch_time"":1732828031382,""day"":4}",,11/28/2024 16:07,11/28/2024 16:07
projects/activitycollector/databases/(default)/documents/notifications/IhK35DDfz3ySgaZFGuLd,IhK35DDfz3ySgaZFGuLd,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732995452428",15,"{""normalized"":0.6095138888888889,""epoch_time"":1732995462292,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",Ok ok,Karan Sbu,22,"{""normalized"":0.6093981481481482,""epoch_time"":1732995452428,""day"":6}",12,11/30/2024 14:37,11/30/2024 14:37
projects/activitycollector/databases/(default)/documents/notifications/IipVFw5auHrBXT3oBBZo,IipVFw5auHrBXT3oBBZo,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733076931621",30,"{""normalized"":0.57875,""epoch_time"":1733079204444,""day"":7}","{""readable"":""HOME"",""long"":-73.110218,""lat"":40.9065586}","Same but for 29th, DM.",General Chat Group (7 messages): ~ Maanav✨,37,"{""normalized"":0.5524421296296296,""epoch_time"":1733076931621,""day"":7}",12,12/01/2024 13:15,12/01/2024 13:53
projects/activitycollector/databases/(default)/documents/notifications/IqY46C2ylXrsQjsIECIm,IqY46C2ylXrsQjsIECIm,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733017062483",17,"{""normalized"":0.8750462962962963,""epoch_time"":1733018404801,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",like really good hahaha,Lavanya,21,"{""normalized"":0.8595138888888889,""epoch_time"":1733017062483,""day"":6}",12,11/30/2024 20:37,11/30/2024 21:00
projects/activitycollector/databases/(default)/documents/notifications/IqZH1isNwjWbbYMVM6C6,IqZH1isNwjWbbYMVM6C6,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301732946062555",13,"{""normalized"":0.03875,""epoch_time"":1732946148286,""day"":6}","{""readable"":""LIBRARY"",""long"":-73.1164114,""lat"":40.9092128}","Strands #272
“Yas Queen!”
🔵🔵🔵🔵
🟡🔵🔵🔵",SBU Summer (5 messages): Gaurav SBU,20,"{""normalized"":0.03775462962962963,""epoch_time"":1732946062555,""day"":6}",12,11/30/2024 00:54,11/30/2024 00:55
projects/activitycollector/databases/(default)/documents/notifications/IuH7tKFjM0RARzWTST1v,IuH7tKFjM0RARzWTST1v,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732819628510",5,"{""normalized"":0.5744097222222222,""epoch_time"":1732819629838,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1063765,""lat"":40.9082644}",Got it,Chapin Bazaar 2 (3 messages): ~ Srihith Bharadwaj,9,"{""normalized"":0.5743981481481482,""epoch_time"":1732819628510,""day"":4}",12,11/28/2024 13:47,11/28/2024 13:47
projects/activitycollector/databases/(default)/documents/notifications/IukZ3OTqmogaColeIu1t,IukZ3OTqmogaColeIu1t,,com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761733050368292,,,,,Transaction.Monitoring,22,"{""normalized"":0.245,""epoch_time"":1733050368292,""day"":7}",,12/01/2024 05:52,12/01/2024 05:52
projects/activitycollector/databases/(default)/documents/notifications/IxMlIjo50HeYg302Emnn,IxMlIjo50HeYg302Emnn,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732842324061",18,"{""normalized"":0.8595138888888889,""epoch_time"":1732844262776,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.0897777,""lat"":40.9109878}",They’re all the trend now,Advait,21,"{""normalized"":0.8370833333333333,""epoch_time"":1732842324061,""day"":4}",12,11/28/2024 20:05,11/28/2024 20:37
projects/activitycollector/databases/(default)/documents/notifications/J0JsmZYbeuhFztSJhV1Q,J0JsmZYbeuhFztSJhV1Q,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732992619916",18,"{""normalized"":0.5771527777777777,""epoch_time"":1732992666164,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1037946,""lat"":40.9118678}",https://www.walmart.com/ip/Crest-Premium-Plus-Scope-Outlast-Toothpaste-Long-Lasting-Mint-Flavor-5-2-oz/938805589,Chapin Bazaar 2 (6 messages): ~ Sumedh,24,"{""normalized"":0.5766087962962962,""epoch_time"":1732992619916,""day"":6}",12,11/30/2024 13:50,11/30/2024 13:51
projects/activitycollector/databases/(default)/documents/notifications/J0NY7liRx1dB8sxQ04kA,J0NY7liRx1dB8sxQ04kA,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732903136391",,,,It's around 130 per park,Kaksha,16,"{""normalized"":0.5409259259259259,""epoch_time"":1732903136391,""day"":5}",,11/29/2024 12:58,11/29/2024 12:58
projects/activitycollector/databases/(default)/documents/notifications/J0lZnH03MjQzHfWVzU8s,J0lZnH03MjQzHfWVzU8s,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733027968054",20,"{""normalized"":0.9892476851851851,""epoch_time"":1733028271691,""day"":6}","{""readable"":""HOME"",""long"":-73.1101984,""lat"":40.9065519}",Novels free giveaway in front of J-2141 at the door. Please take what you like,Chapin Bazaar (9 messages): ~ Varun Kankanallu,26,"{""normalized"":0.9857407407407407,""epoch_time"":1733027968054,""day"":6}",12,11/30/2024 23:39,11/30/2024 23:44
projects/activitycollector/databases/(default)/documents/notifications/J34GAySN46RnFCRWwzit,J34GAySN46RnFCRWwzit,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732902988012",11,"{""normalized"":0.5406597222222222,""epoch_time"":1732903113426,""day"":5}","{""readable"":""HOME"",""long"":-73.1100722,""lat"":40.906665}",2-5,Kaksha,16,"{""normalized"":0.539212962962963,""epoch_time"":1732902988012,""day"":5}",12,11/29/2024 12:56,11/29/2024 12:58
projects/activitycollector/databases/(default)/documents/notifications/J3sxdxm0OxGkT32jGs4V,J3sxdxm0OxGkT32jGs4V,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|KGdHQNgfIZil8OrU9uDZWqaDPWJA/JuHxNdzcj/Bb44=
|103301732848023623",18,"{""normalized"":0.9057060185185185,""epoch_time"":1732848253607,""day"":4}","{""readable"":""HOME"",""long"":-73.1100817,""lat"":40.9065968}",Thank you dear😘,Kaksha Mom,23,"{""normalized"":0.9030439814814815,""epoch_time"":1732848023623,""day"":4}",12,11/28/2024 21:40,11/28/2024 21:44
