document path,document ID,activity,app name,id,interaction active notifications,interaction time,location,notification content,notification title,posted active notifications,posted time,reason number,created time,updated time
projects/activitycollector/databases/(default)/documents/notifications/VrrItS0qKntGEvMJoNho,VrrItS0qKntGEvMJoNho,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733023223355",,,,Waiting for this message. This may take a while.,Chapin Bazaar 2 (10 messages): ~ Gowhith,26,"{""normalized"":0.9308217592592593,""epoch_time"":1733023223355,""day"":6}",,11/30/2024 22:20,11/30/2024 22:20
projects/activitycollector/databases/(default)/documents/notifications/VsdxQ4B9XRSJw5UTWkNZ,VsdxQ4B9XRSJw5UTWkNZ,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732993238295",,,,📷 Photo,Chapin Bazaar 2 (11 messages): ~ Sanjay,21,"{""normalized"":0.5837731481481482,""epoch_time"":1732993238295,""day"":6}",,11/30/2024 14:00,11/30/2024 14:00
projects/activitycollector/databases/(default)/documents/notifications/VxOzyiSkjWvTo3l1NQCt,VxOzyiSkjWvTo3l1NQCt,,com.instagram.android,0|com.instagram.android|64278|direct|2020087664;thread_id:340282366841710301244258743196171666689|103121732995655739,,,,Sent a reel by acciojob_,Sarthak Agrawal,16,"{""normalized"":0.6117476851851852,""epoch_time"":1732995655739,""day"":6}",,11/30/2024 14:40,11/30/2024 14:40
projects/activitycollector/databases/(default)/documents/notifications/VxaaFDVcpPzECjVPFsb3,VxaaFDVcpPzECjVPFsb3,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732993226202",15,"{""normalized"":0.6031018518518518,""epoch_time"":1732994908920,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}",Ok ok,Karan Sbu,21,"{""normalized"":0.5836342592592593,""epoch_time"":1732993226202,""day"":6}",12,11/30/2024 14:00,11/30/2024 14:28
projects/activitycollector/databases/(default)/documents/notifications/VxyumaQcUUjW3WRAs7uo,VxyumaQcUUjW3WRAs7uo,,com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732941424487",,,,"📷 Hamiltom Beach Quiet Blender. 12 blending functions. Top got cracked, so only the bottom is available (Unused). DM for price.",Chapin Bazaar: ~ Dhruv,20,"{""normalized"":0.9840740740740741,""epoch_time"":1732941424487,""day"":5}",,11/29/2024 23:37,11/29/2024 23:37
projects/activitycollector/databases/(default)/documents/notifications/Vy8EtE0Sa4UtQijILuZ6,Vy8EtE0Sa4UtQijILuZ6,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732941424512",13,"{""normalized"":0.9977546296296296,""epoch_time"":1732942606422,""day"":5}","{""readable"":""HOME"",""long"":-73.1101505,""lat"":40.9065628}",📷 To add to this,Advait,21,"{""normalized"":0.9840740740740741,""epoch_time"":1732941424512,""day"":5}",12,11/29/2024 23:37,11/29/2024 23:56
projects/activitycollector/databases/(default)/documents/notifications/W1MmuoJktzTbYfin7qu2,W1MmuoJktzTbYfin7qu2,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301732849070131",21,"{""normalized"":0.9179398148148148,""epoch_time"":1732849310734,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",🔗 One Night Ultimate Werewolf | https://netgames.io/games/onu-werewolf/rooms/KSWV,Fake G1103 (2 messages): Akshat Sharma SBU,22,"{""normalized"":0.915162037037037,""epoch_time"":1732849070131,""day"":4}",12,11/28/2024 21:57,11/28/2024 22:01
projects/activitycollector/databases/(default)/documents/notifications/W2UFganFTZU9Fr8TxscX,W2UFganFTZU9Fr8TxscX,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301732861225273",5,"{""normalized"":0.05664351851851852,""epoch_time"":1732861294748,""day"":5}","{""readable"":""HOME"",""long"":-73.110107,""lat"":40.906624}",Please empty k block dryers,General Chat Group (4 messages): ~ Yoggessh Kakaade,31,"{""normalized"":0.055844907407407406,""epoch_time"":1732861225273,""day"":5}",3,11/29/2024 01:20,11/29/2024 01:21
projects/activitycollector/databases/(default)/documents/notifications/W7bJ7X30TJodpmDNEg6O,W7bJ7X30TJodpmDNEg6O,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|dSPzbP51n3j5aRXGe+LKBeFzGWqWqMI+0ucOy2Md9qM=
|103301732909695454",5,"{""normalized"":0.6169791666666666,""epoch_time"":1732909707900,""day"":5}","{""readable"":""HOME"",""long"":-73.1101858,""lat"":40.9065543}",I'm actually down but a little later?,Omkar Rajwade SBU,6,"{""normalized"":0.6168402777777777,""epoch_time"":1732909695454,""day"":5}",12,11/29/2024 14:48,11/29/2024 14:48
projects/activitycollector/databases/(default)/documents/notifications/WAQScR48NdOJW51daBjU,WAQScR48NdOJW51daBjU,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761733045880488,20,"{""normalized"":0.22020833333333334,""epoch_time"":1733048226059,""day"":7}","{""readable"":""HOME"",""long"":-73.1101178,""lat"":40.9065893}",,Transaction.Monitoring,22,"{""normalized"":0.19305555555555556,""epoch_time"":1733045880488,""day"":7}",8,12/01/2024 04:38,12/01/2024 05:17
projects/activitycollector/databases/(default)/documents/notifications/WCmmtY8f3askCi0UNIJv,WCmmtY8f3askCi0UNIJv,,com.whatsapp,"0|com.whatsapp|1|lZsQSeP5s3oK+UyvglK/VUBDWknzHzDARfXxjOD1h4w=
|103301733023223319",,,,Anyone selling chair?,Chapin Bazar 2 (8 messages): ~ Moinak Bhattacharya,26,"{""normalized"":0.9308217592592593,""epoch_time"":1733023223319,""day"":6}",,11/30/2024 22:20,11/30/2024 22:20
projects/activitycollector/databases/(default)/documents/notifications/WEy3nFnxupD89S7ekAUl,WEy3nFnxupD89S7ekAUl,"{""activity"":""NOT_DETECTED""}",com.google.android.gm,0|com.google.android.gm|0|gig:1371406741:CLASSIC_INBOX_ALL_MAIL|102761733002059455,16,"{""normalized"":0.7508101851851852,""epoch_time"":1733007670748,""day"":6}","{""readable"":""HOME"",""long"":-73.1101792,""lat"":40.9065569}",,Omar Chowdhury,18,"{""normalized"":0.6858680555555555,""epoch_time"":1733002059455,""day"":6}",8,11/30/2024 16:27,11/30/2024 18:01
projects/activitycollector/databases/(default)/documents/notifications/WFa5q1ORjMClVnQXGDNd,WFa5q1ORjMClVnQXGDNd,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732901360383",,,,Anyone has honey?,Chapin Bazaar 2 (5 messages): Abhishek SBU,15,"{""normalized"":0.5203703703703704,""epoch_time"":1732901360383,""day"":5}",,11/29/2024 12:29,11/29/2024 12:29
projects/activitycollector/databases/(default)/documents/notifications/WG8veumfn5o9fsaEFfWr,WG8veumfn5o9fsaEFfWr,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301733000539226",16,"{""normalized"":0.6732291666666667,""epoch_time"":1733000967800,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.0901466,""lat"":40.9104293}",Ok ok,Karan Sbu,21,"{""normalized"":0.6682754629629629,""epoch_time"":1733000539226,""day"":6}",12,11/30/2024 16:02,11/30/2024 16:09
projects/activitycollector/databases/(default)/documents/notifications/WIBaoazIsUR9MIOgQDyZ,WIBaoazIsUR9MIOgQDyZ,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301732830878211",15,"{""normalized"":0.7589351851851852,""epoch_time"":1732835572895,""day"":4}","{""readable"":""HOME"",""long"":-73.1101777,""lat"":40.9065572}",Is anyone selling green apples ?,Chapin Bazaar: ~ Priya ✨,20,"{""normalized"":0.7046064814814815,""epoch_time"":1732830878211,""day"":4}",12,11/28/2024 16:54,11/28/2024 18:12
projects/activitycollector/databases/(default)/documents/notifications/WIyU5OsCOtttfRTgbD66,WIyU5OsCOtttfRTgbD66,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733067616762",30,"{""normalized"":0.5442361111111111,""epoch_time"":1733076222783,""day"":7}","{""readable"":""HOME"",""long"":-73.110456,""lat"":40.906428}","I am ordering a few items from Wee, if anyone wants anything kindly DM.",Chapin Bazaar 2: ~ Reveuse,35,"{""normalized"":0.44462962962962965,""epoch_time"":1733067616762,""day"":7}",12,12/01/2024 10:40,12/01/2024 13:03
projects/activitycollector/databases/(default)/documents/notifications/WJtrPWduT7H6nkq5FKSA,WJtrPWduT7H6nkq5FKSA,,com.whatsapp,"0|com.whatsapp|1|8NdTzvpte425WtFlMVsjRRl2n15NsIuu8bU5onvotbU=
|103301732902516741",,,,And I plan to come to Seattle also,Kaksha,16,"{""normalized"":0.53375,""epoch_time"":1732902516741,""day"":5}",,11/29/2024 12:48,11/29/2024 12:48
projects/activitycollector/databases/(default)/documents/notifications/WNjGOmbcGR3dzTVQoVGR,WNjGOmbcGR3dzTVQoVGR,,com.whatsapp,"0|com.whatsapp|1|e3gCaX+sKjP81dsOMAysYw53lZJbCuK/NGQwjWNVVcE=
|103301733005589829",,,,📷 Photo,Snowflake Bellevue Interns (4 messages): ~ Suyash,23,"{""normalized"":0.726724537037037,""epoch_time"":1733005589829,""day"":6}",,11/30/2024 17:26,11/30/2024 17:26
projects/activitycollector/databases/(default)/documents/notifications/WOZKUGeNLyIWhpwAymVf,WOZKUGeNLyIWhpwAymVf,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733081626105",28,"{""normalized"":0.6072453703703704,""epoch_time"":1733081666828,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.1093273,""lat"":40.9071726}",📷 Photo,Chapin Bazaar 2 (3 messages): ~ Sanket,33,"{""normalized"":0.6067824074074074,""epoch_time"":1733081626105,""day"":7}",12,12/01/2024 14:33,12/01/2024 14:34
projects/activitycollector/databases/(default)/documents/notifications/WOdqI3jldLTcYdOH1L5L,WOdqI3jldLTcYdOH1L5L,,com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732993226216",,,,selling 2 out of 3 crest scope toothpaste (need only one for myself) for $2.99 each,Chapin Bazaar 2 (7 messages): ~ Sumedh,21,"{""normalized"":0.5836342592592593,""epoch_time"":1732993226216,""day"":6}",,11/30/2024 14:00,11/30/2024 14:00
projects/activitycollector/databases/(default)/documents/notifications/WSXqXuXoEIYpotmnjh6x,WSXqXuXoEIYpotmnjh6x,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|nAgz+XLkZmNANxc9V8WNjF84orP2GkwDC2XaxH9koF0=
|103301733094622632",37,"{""normalized"":0.7619328703703704,""epoch_time"":1733095031029,""day"":7}","{""readable"":""UNKNOWN"",""long"":-73.110065,""lat"":40.9072835}",Oops. Thank you,Sethu SBU,38,"{""normalized"":0.757199074074074,""epoch_time"":1733094622632,""day"":7}",8,12/01/2024 18:10,12/01/2024 18:17
projects/activitycollector/databases/(default)/documents/notifications/WTZrwxmNiHOkyPjHPQPG,WTZrwxmNiHOkyPjHPQPG,,com.whatsapp,"0|com.whatsapp|1|ioeHuX3mTFHAs+PLgZkdOIg8gL2zy9ddTOcEbze4nQk=
|103301732912597516",,,,Good sale,Fake G1103 (2 messages): Maharshi Uprit SBU,7,"{""normalized"":0.6504282407407408,""epoch_time"":1732912597516,""day"":5}",,11/29/2024 15:36,11/29/2024 15:36
projects/activitycollector/databases/(default)/documents/notifications/WXHJfueW6gvkVTGtL66g,WXHJfueW6gvkVTGtL66g,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|6oopRIu2ypLM5FXgaKYJpWgytRXx9My0HDf51lO0p50=
|103301733032098598",20,"{""normalized"":0.033715277777777775,""epoch_time"":1733032113663,""day"":7}","{""readable"":""HOME"",""long"":-73.1101663,""lat"":40.9065328}",done,Chapin Bazaar (11 messages): ~ Bandham,26,"{""normalized"":0.033541666666666664,""epoch_time"":1733032098598,""day"":7}",12,12/01/2024 00:48,12/01/2024 00:48
projects/activitycollector/databases/(default)/documents/notifications/WXfkeWKNQgSF32J5af9H,WXfkeWKNQgSF32J5af9H,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732968157315",16,"{""normalized"":0.5193981481481481,""epoch_time"":1732987676084,""day"":6}","{""readable"":""HOME"",""long"":-73.110199,""lat"":40.906551}",like really good hahaha,Lavanya,22,"{""normalized"":0.2934837962962963,""epoch_time"":1732968157315,""day"":6}",12,11/30/2024 07:02,11/30/2024 12:27
projects/activitycollector/databases/(default)/documents/notifications/Wcwts6HzbIt7r1mz3UAE,Wcwts6HzbIt7r1mz3UAE,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|nAgz+XLkZmNANxc9V8WNjF84orP2GkwDC2XaxH9koF0=
|103301732893035536",4,"{""normalized"":0.43059027777777775,""epoch_time"":1732893603435,""day"":5}","{""readable"":""HOME"",""long"":-73.1101955,""lat"":40.9064852}",Left the ice cream at your house😅,Sethu SBU,7,"{""normalized"":0.4240162037037037,""epoch_time"":1732893035536,""day"":5}",12,11/29/2024 10:10,11/29/2024 10:20
projects/activitycollector/databases/(default)/documents/notifications/WfHsuuNHPXQIMf1iAKJU,WfHsuuNHPXQIMf1iAKJU,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733058318647",26,"{""normalized"":0.42921296296296296,""epoch_time"":1733066284279,""day"":7}","{""readable"":""HOME"",""long"":-73.1101317,""lat"":40.906578}","Anyone looking for graduation photoshoot, please DM for price and other details.",General Chat Group (5 messages): ~ Div,24,"{""normalized"":0.3370138888888889,""epoch_time"":1733058318647,""day"":7}",12,12/01/2024 08:05,12/01/2024 10:18
projects/activitycollector/databases/(default)/documents/notifications/WiytkDrw3tOMCYKIU8vo,WiytkDrw3tOMCYKIU8vo,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301733058318685",26,"{""normalized"":0.42921296296296296,""epoch_time"":1733066284278,""day"":7}","{""readable"":""HOME"",""long"":-73.1101317,""lat"":40.906578}",like really good hahaha,Lavanya,27,"{""normalized"":0.3370138888888889,""epoch_time"":1733058318685,""day"":7}",12,12/01/2024 08:05,12/01/2024 10:18
projects/activitycollector/databases/(default)/documents/notifications/WjKGovKjjRFgWU1cd6U4,WjKGovKjjRFgWU1cd6U4,,com.google.android.gm,0|com.google.android.gm|0|gig:743423040:^sq_ig_i_personal|102761732827892353,,,,,4 new messages,16,"{""normalized"":0.6700462962962963,""epoch_time"":1732827892353,""day"":4}",,11/28/2024 16:04,11/28/2024 16:04
projects/activitycollector/databases/(default)/documents/notifications/WjxqE1e6uNHsDY01Ompf,WjxqE1e6uNHsDY01Ompf,,com.google.android.gm,0|com.google.android.gm|1804890980|gig:743423040:^sq_ig_i_personal|102761732828031454,,,,,HDFC Bank InstaAlerts,19,"{""normalized"":0.6716550925925926,""epoch_time"":1732828031454,""day"":4}",,11/28/2024 16:07,11/28/2024 16:07
projects/activitycollector/databases/(default)/documents/notifications/Wll5zZscj6lj1EvTpiOg,Wll5zZscj6lj1EvTpiOg,,com.whatsapp,"0|com.whatsapp|1|Zh1ozrTVXTqQ47535XiDJ80QsHMDGR3c0uFj5yQlFYI=
|103301732943674833",,,,"Wordle 1,260 4/6

⬛⬛⬛⬛⬛
🟨⬛⬛🟨⬛
⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩",SBU Summer: ~ Apoorva Kashi,20,"{""normalized"":0.010115740740740741,""epoch_time"":1732943674833,""day"":6}",,11/30/2024 00:14,11/30/2024 00:14
projects/activitycollector/databases/(default)/documents/notifications/Ww3C3dROvs5CejRjKkmW,Ww3C3dROvs5CejRjKkmW,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732817242249",5,"{""normalized"":0.5541782407407407,""epoch_time"":1732817881617,""day"":4}","{""readable"":""UNKNOWN"",""long"":-73.1063765,""lat"":40.9082644}",They’re all the trend now,Advait,9,"{""normalized"":0.5467824074074074,""epoch_time"":1732817242249,""day"":4}",12,11/28/2024 13:07,11/28/2024 13:18
projects/activitycollector/databases/(default)/documents/notifications/Wz2q3Xjh5Dv51DziSPzn,Wz2q3Xjh5Dv51DziSPzn,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|j0kxU7R7uqDMMQBiRwTuKMu9n9qGfn01XPLns0jGfqs=
|103301732992619875",18,"{""normalized"":0.5771527777777777,""epoch_time"":1732992666168,""day"":6}","{""readable"":""UNKNOWN"",""long"":-73.1037946,""lat"":40.9118678}",Ok ok,Karan Sbu,24,"{""normalized"":0.5766087962962962,""epoch_time"":1732992619875,""day"":6}",12,11/30/2024 13:50,11/30/2024 13:51
projects/activitycollector/databases/(default)/documents/notifications/X2jAdM8zFaT1P1apVqJY,X2jAdM8zFaT1P1apVqJY,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301732995452464",15,"{""normalized"":0.6095138888888889,""epoch_time"":1732995462311,""day"":6}","{""readable"":""HOME"",""long"":-73.1101021,""lat"":40.9065956}","Selling this brand new (UNUSED), New Balance shoe for $45. Size: US 12 [Reason for selling: Oversized for me]",Chapin Bazaar 2 (12 messages): ~ Sanjay,22,"{""normalized"":0.6093981481481482,""epoch_time"":1732995452464,""day"":6}",12,11/30/2024 14:37,11/30/2024 14:37
projects/activitycollector/databases/(default)/documents/notifications/X86DrbPLZF3e8Qvp322P,X86DrbPLZF3e8Qvp322P,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|LBPUKhh+tse7R4wiNkpNHfRqL0ah01J4ncG7XmLMANg=
|103301733081854678",30,"{""normalized"":0.6167708333333334,""epoch_time"":1733082489994,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}","Same but for 29th, DM.",General Chat Group (7 messages): ~ Maanav✨,34,"{""normalized"":0.6094212962962963,""epoch_time"":1733081854678,""day"":7}",12,12/01/2024 14:37,12/01/2024 14:48
projects/activitycollector/databases/(default)/documents/notifications/XB48qilxnkS4LjdIEQWN,XB48qilxnkS4LjdIEQWN,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732940704795",15,"{""normalized"":0.9767939814814814,""epoch_time"":1732940795018,""day"":5}","{""readable"":""HOME"",""long"":-73.1100344,""lat"":40.90658}",yeah the albums really good,Lavanya,18,"{""normalized"":0.9757407407407407,""epoch_time"":1732940704795,""day"":5}",12,11/29/2024 23:25,11/29/2024 23:26
projects/activitycollector/databases/(default)/documents/notifications/XPaIXMtIMdYu3JLLUz5f,XPaIXMtIMdYu3JLLUz5f,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|bu9+jt2wbtN42BAnXlDrRQczPz7D7ciDsvjtjg5e9D0=
|103301733083029238",31,"{""normalized"":0.6239236111111112,""epoch_time"":1733083107777,""day"":7}","{""readable"":""HOME"",""long"":-73.1101242,""lat"":40.9066341}",🔗 Even Ana De Armas Couldn't Resist 🌚 #cinematic #anadearmas #sydney (youtube.com),Ojas Deshpande SBU,34,"{""normalized"":0.6230208333333334,""epoch_time"":1733083029238,""day"":7}",12,12/01/2024 14:57,12/01/2024 14:58
projects/activitycollector/databases/(default)/documents/notifications/XQ5Vgg5rF25uMYJFu5iv,XQ5Vgg5rF25uMYJFu5iv,,com.whatsapp,"0|com.whatsapp|1|lZsQSeP5s3oK+UyvglK/VUBDWknzHzDARfXxjOD1h4w=
|103301733021874103",,,,Sold,Chapin Bazar 2 (7 messages): ~ Harshil Sanghvi,24,"{""normalized"":0.9152083333333333,""epoch_time"":1733021874103,""day"":6}",,11/30/2024 21:57,11/30/2024 21:57
projects/activitycollector/databases/(default)/documents/notifications/XTCNFHHsahrSE3FEMlRC,XTCNFHHsahrSE3FEMlRC,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733088448809",30,"{""normalized"":0.6863310185185185,""epoch_time"":1733088499746,""day"":7}","{""readable"":""LIBRARY"",""long"":-73.1155975,""lat"":40.909957}","📷 Selling for 2$, DM!!",Chapin Bazaar 2 (5 messages): ~ Riddhi,37,"{""normalized"":0.6857407407407408,""epoch_time"":1733088448809,""day"":7}",12,12/01/2024 16:27,12/01/2024 16:28
projects/activitycollector/databases/(default)/documents/notifications/XbtXpZBkAHam84hYRveK,XbtXpZBkAHam84hYRveK,,com.whatsapp,"0|com.whatsapp|1|iGSZkeUn50ShdBWP2zVowKIxkguMyjowLFKV5yO9tWw=
|103301732914367043",,,,I got football shoes son,Advait,6,"{""normalized"":0.6709143518518519,""epoch_time"":1732914367043,""day"":5}",,11/29/2024 16:06,11/29/2024 16:06
projects/activitycollector/databases/(default)/documents/notifications/Xg1n4POkNN3Vg9GbgGNC,Xg1n4POkNN3Vg9GbgGNC,,com.google.android.gm,0|com.google.android.gm|-1006634968|gig:743423040:^sq_ig_i_personal|102761732876480859,,,,,NSDL,9,"{""normalized"":0.2324074074074074,""epoch_time"":1732876480859,""day"":5}",,11/29/2024 05:34,11/29/2024 05:34
projects/activitycollector/databases/(default)/documents/notifications/XiBBxVpecioD5OYiseED,XiBBxVpecioD5OYiseED,"{""activity"":""NOT_DETECTED""}",com.whatsapp,"0|com.whatsapp|1|1FYPaSIKbRGo3es8aDHCj/qbEGhWA5czZiWg26AOuvM=
|103301733086626867",28,"{""normalized"":0.6669212962962963,""epoch_time"":1733086822076,""day"":7}","{""readable"":""HOME"",""long"":-73.1101751,""lat"":40.9065397}","📷 Selling for 2$, DM!!",Chapin Bazaar 2 (5 messages): ~ Riddhi,38,"{""normalized"":0.6646527777777778,""epoch_time"":1733086626867,""day"":7}",12,12/01/2024 15:57,12/01/2024 16:00
projects/activitycollector/databases/(default)/documents/notifications/XpEWw9JjRhHH2ADf17LD,XpEWw9JjRhHH2ADf17LD,,com.whatsapp,"0|com.whatsapp|1|rG/eeeHA9Hn1HLbSmtjPi3+89k+wc59UT36v/tkRMAc=
|103301732959184233",,,,yeah the albums really good,Lavanya,17,"{""normalized"":0.18962962962962962,""epoch_time"":1732959184233,""day"":6}",,11/30/2024 04:33,11/30/2024 04:33
